intca,ID,value,type
INTCA_RS12315,Ga0242637_112287,Cobamide <i>de novo</i> Biosynthesis,parent-pathway
INTCA_RS04040,Ga0242637_11649,Cobamide <i>de novo</i> Biosynthesis,parent-pathway
INTCA_RS08175,Ga0242637_111432,Single Carbon Carrier Biosynthesis,parent-pathway
INTCA_RS08175,Ga0242637_111432,<i>S</i>-adenosyl-L-methionine Biosynthsis,parent-pathway
INTCA_RS17140,Ga0242637_113246,L-isoleucine Biosynthesis,parent-pathway
INTCA_RS17140,Ga0242637_113246,Superpathways,parent-pathway
INTCA_RS02215,Ga0242637_11262,L-isoleucine Biosynthesis,parent-pathway
INTCA_RS02215,Ga0242637_11262,Superpathways,parent-pathway
INTCA_RS02880,Ga0242637_11413,L-isoleucine Biosynthesis,parent-pathway
INTCA_RS02880,Ga0242637_11413,Superpathways,parent-pathway
INTCA_RS12440,Ga0242637_112312,L-isoleucine Biosynthesis,parent-pathway
INTCA_RS12440,Ga0242637_112312,Superpathways,parent-pathway
INTCA_RS12430,Ga0242637_112310,L-isoleucine Biosynthesis,parent-pathway
INTCA_RS12430,Ga0242637_112310,Superpathways,parent-pathway
INTCA_RS12435,Ga0242637_112311,L-isoleucine Biosynthesis,parent-pathway
INTCA_RS12435,Ga0242637_112311,Superpathways,parent-pathway
INTCA_RS12005,Ga0242637_112224,L-isoleucine Biosynthesis,parent-pathway
INTCA_RS12005,Ga0242637_112224,Superpathways,parent-pathway
INTCA_RS11950,Ga0242637_112214,L-isoleucine Biosynthesis,parent-pathway
INTCA_RS11950,Ga0242637_112214,Superpathways,parent-pathway
INTCA_RS11985,Ga0242637_112220,L-isoleucine Biosynthesis,parent-pathway
INTCA_RS11985,Ga0242637_112220,Superpathways,parent-pathway
INTCA_RS11990,Ga0242637_112221,L-isoleucine Biosynthesis,parent-pathway
INTCA_RS11990,Ga0242637_112221,Superpathways,parent-pathway
INTCA_RS11995,Ga0242637_112222,L-isoleucine Biosynthesis,parent-pathway
INTCA_RS11995,Ga0242637_112222,Superpathways,parent-pathway
INTCA_RS10365,Ga0242637_111876,L-isoleucine Biosynthesis,parent-pathway
INTCA_RS10365,Ga0242637_111876,Superpathways,parent-pathway
INTCA_RS16135,Ga0242637_113042,L-isoleucine Biosynthesis,parent-pathway
INTCA_RS16135,Ga0242637_113042,Superpathways,parent-pathway
INTCA_RS17980,Ga0242637_113419,L-isoleucine Biosynthesis,parent-pathway
INTCA_RS17980,Ga0242637_113419,Superpathways,parent-pathway
INTCA_RS12310,Ga0242637_112286,UDP-<i>N</i>-Acetylmuramoyl-Pentapeptide Biosynthesis,parent-pathway
INTCA_RS09730,Ga0242637_111749,UDP-<i>N</i>-Acetylmuramoyl-Pentapeptide Biosynthesis,parent-pathway
INTCA_RS14115,Ga0242637_112644,UDP-<i>N</i>-Acetylmuramoyl-Pentapeptide Biosynthesis,parent-pathway
INTCA_RS07670,Ga0242637_111330,UDP-<i>N</i>-Acetylmuramoyl-Pentapeptide Biosynthesis,parent-pathway
INTCA_RS07695,Ga0242637_111336,UDP-<i>N</i>-Acetylmuramoyl-Pentapeptide Biosynthesis,parent-pathway
INTCA_RS07680,Ga0242637_111332,UDP-<i>N</i>-Acetylmuramoyl-Pentapeptide Biosynthesis,parent-pathway
INTCA_RS06585,Ga0242637_111113,UDP-<i>N</i>-Acetylmuramoyl-Pentapeptide Biosynthesis,parent-pathway
INTCA_RS07665,Ga0242637_111329,UDP-<i>N</i>-Acetylmuramoyl-Pentapeptide Biosynthesis,parent-pathway
INTCA_RS11775,Ga0242637_112176,UDP-<i>N</i>-Acetylmuramoyl-Pentapeptide Biosynthesis,parent-pathway
INTCA_RS09975,Ga0242637_111798,Glycine Biosynthesis,parent-pathway
INTCA_RS10575,Ga0242637_111919,Arsenate Detoxification,parent-pathway
INTCA_RS10570,Ga0242637_111918,Arsenate Detoxification,parent-pathway
INTCA_RS17805,Ga0242637_113379,L-proline Biosynthesis,parent-pathway
INTCA_RS03240,Ga0242637_11488,L-proline Biosynthesis,parent-pathway
INTCA_RS07070,Ga0242637_111210,L-proline Biosynthesis,parent-pathway
INTCA_RS07110,Ga0242637_111219,L-proline Biosynthesis,parent-pathway
INTCA_RS08555,Ga0242637_111511,Pentose Phosphate Pathways,parent-pathway
INTCA_RS00015,Ga0242637_113507,Pentose Phosphate Pathways,parent-pathway
INTCA_RS08565,Ga0242637_111513,Pentose Phosphate Pathways,parent-pathway
INTCA_RS00915,Ga0242637_113690,Pentose Phosphate Pathways,parent-pathway
INTCA_RS04955,Ga0242637_11833,Aerobic Respiration,parent-pathway
INTCA_RS04955,Ga0242637_11833,Electron Transfer Chains,parent-pathway
INTCA_RS17245,Ga0242637_113268,Aerobic Respiration,parent-pathway
INTCA_RS17245,Ga0242637_113268,Electron Transfer Chains,parent-pathway
INTCA_RS01115,Ga0242637_113730,Aerobic Respiration,parent-pathway
INTCA_RS01115,Ga0242637_113730,Electron Transfer Chains,parent-pathway
INTCA_RS16510,Ga0242637_113117,Aerobic Respiration,parent-pathway
INTCA_RS16510,Ga0242637_113117,Electron Transfer Chains,parent-pathway
INTCA_RS11270,Ga0242637_112063,Purine Nucleotide Degradation,parent-pathway
INTCA_RS05845,Ga0242637_11959,Purine Nucleotide Degradation,parent-pathway
INTCA_RS06295,Ga0242637_111052,Inosine-5'-phosphate Biosynthesis,parent-pathway
INTCA_RS06290,Ga0242637_111051,Inosine-5'-phosphate Biosynthesis,parent-pathway
INTCA_RS16365,Ga0242637_113089,Inosine-5'-phosphate Biosynthesis,parent-pathway
INTCA_RS01060,Ga0242637_113719,Inosine-5'-phosphate Biosynthesis,parent-pathway
INTCA_RS05365,Ga0242637_11917,Inosine-5'-phosphate Biosynthesis,parent-pathway
INTCA_RS02215,Ga0242637_11262,Superpathways,parent-pathway
INTCA_RS02215,Ga0242637_11262,L-threonine Biosynthesis,parent-pathway
INTCA_RS02880,Ga0242637_11413,Superpathways,parent-pathway
INTCA_RS02880,Ga0242637_11413,L-threonine Biosynthesis,parent-pathway
INTCA_RS12440,Ga0242637_112312,Superpathways,parent-pathway
INTCA_RS12440,Ga0242637_112312,L-threonine Biosynthesis,parent-pathway
INTCA_RS12430,Ga0242637_112310,Superpathways,parent-pathway
INTCA_RS12430,Ga0242637_112310,L-threonine Biosynthesis,parent-pathway
INTCA_RS12435,Ga0242637_112311,Superpathways,parent-pathway
INTCA_RS12435,Ga0242637_112311,L-threonine Biosynthesis,parent-pathway
INTCA_RS17140,Ga0242637_113246,Superpathways,parent-pathway
INTCA_RS17140,Ga0242637_113246,L-threonine Biosynthesis,parent-pathway
INTCA_RS10210,Ga0242637_111845,Adenosylcobamide Biosynthesis,parent-pathway
INTCA_RS03430,Ga0242637_11528,Adenosylcobamide Biosynthesis,parent-pathway
INTCA_RS03760,Ga0242637_11596,L-serine Biosynthesis,parent-pathway
INTCA_RS11965,Ga0242637_112216,L-serine Biosynthesis,parent-pathway
INTCA_RS08730,Ga0242637_111547,L-serine Biosynthesis,parent-pathway
INTCA_RS17140,Ga0242637_113246,L-aspartate Degradation,parent-pathway
INTCA_RS16465,Ga0242637_113108,Sugar Degradation,parent-pathway
INTCA_RS01115,Ga0242637_113730,Aerobic Respiration,parent-pathway
INTCA_RS01115,Ga0242637_113730,Electron Transfer Chains,parent-pathway
INTCA_RS16510,Ga0242637_113117,Aerobic Respiration,parent-pathway
INTCA_RS16510,Ga0242637_113117,Electron Transfer Chains,parent-pathway
INTCA_RS03235,Ga0242637_11487,Aerobic Respiration,parent-pathway
INTCA_RS03235,Ga0242637_11487,Electron Transfer Chains,parent-pathway
INTCA_RS05805,Ga0242637_11949,Aerobic Respiration,parent-pathway
INTCA_RS05805,Ga0242637_11949,Electron Transfer Chains,parent-pathway
INTCA_RS07155,Ga0242637_111228,Fatty Acid Degradation,parent-pathway
INTCA_RS04725,Ga0242637_11788,Fatty Acid Degradation,parent-pathway
INTCA_RS09575,Ga0242637_111718,Fatty Acid Degradation,parent-pathway
INTCA_RS09715,Ga0242637_111746,Fatty Acid Degradation,parent-pathway
INTCA_RS12280,Ga0242637_112280,Fatty Acid Degradation,parent-pathway
INTCA_RS07150,Ga0242637_111227,Fatty Acid Degradation,parent-pathway
INTCA_RS05225,Ga0242637_11888,Fatty Acid Degradation,parent-pathway
INTCA_RS02945,Ga0242637_11428,Fatty Acid Degradation,parent-pathway
INTCA_RS01860,Ga0242637_11181,Fatty Acid Degradation,parent-pathway
INTCA_RS17880,Ga0242637_113397,Fatty Acid Degradation,parent-pathway
INTCA_RS11255,Ga0242637_112060,Fatty Acid Degradation,parent-pathway
INTCA_RS10025,Ga0242637_111808,Fatty Acid Degradation,parent-pathway
INTCA_RS09655,Ga0242637_111734,Fatty Acid Degradation,parent-pathway
INTCA_RS06810,Ga0242637_111157,Fatty Acid Degradation,parent-pathway
INTCA_RS06390,Ga0242637_111072,Fatty Acid Degradation,parent-pathway
INTCA_RS06205,Ga0242637_111034,Fatty Acid Degradation,parent-pathway
INTCA_RS01940,Ga0242637_11206,Fatty Acid Degradation,parent-pathway
INTCA_RS01370,Ga0242637_1164,Fatty Acid Degradation,parent-pathway
INTCA_RS01310,Ga0242637_1152,Fatty Acid Degradation,parent-pathway
INTCA_RS01305,Ga0242637_1151,Fatty Acid Degradation,parent-pathway
INTCA_RS17780,Ga0242637_113374,Fatty Acid Degradation,parent-pathway
INTCA_RS16200,Ga0242637_113055,Fatty Acid Degradation,parent-pathway
INTCA_RS16155,Ga0242637_113046,Fatty Acid Degradation,parent-pathway
INTCA_RS14545,Ga0242637_112751,Fatty Acid Degradation,parent-pathway
INTCA_RS13060,Ga0242637_112442,Fatty Acid Degradation,parent-pathway
INTCA_RS12105,Ga0242637_112244,Fatty Acid Degradation,parent-pathway
INTCA_RS09720,Ga0242637_111747,Fatty Acid Degradation,parent-pathway
INTCA_RS16210,Ga0242637_113057,Fatty Acid Degradation,parent-pathway
INTCA_RS12155,Ga0242637_112254,Fatty Acid Degradation,parent-pathway
INTCA_RS06270,Ga0242637_111047,Fatty Acid Degradation,parent-pathway
INTCA_RS01920,Ga0242637_11202,Fatty Acid Degradation,parent-pathway
INTCA_RS16840,Ga0242637_113185,Allantoin Degradation,parent-pathway
INTCA_RS16840,Ga0242637_113185,Superpathways,parent-pathway
INTCA_RS05375,Ga0242637_11919,Allantoin Degradation,parent-pathway
INTCA_RS05375,Ga0242637_11919,Superpathways,parent-pathway
INTCA_RS08130,Ga0242637_111423,Allantoin Degradation,parent-pathway
INTCA_RS08130,Ga0242637_111423,Superpathways,parent-pathway
INTCA_RS17435,Ga0242637_113307,Sugar Degradation,parent-pathway
INTCA_RS08085,Ga0242637_111414,3-Dehydroquinate Biosynthesis,parent-pathway
INTCA_RS09980,Ga0242637_111799,3-Dehydroquinate Biosynthesis,parent-pathway
INTCA_RS11950,Ga0242637_112214,L-alanine Biosynthesis,parent-pathway
INTCA_RS05065,Ga0242637_11855,L-alanine Biosynthesis,parent-pathway
INTCA_RS08670,Ga0242637_111535,L-alanine Biosynthesis,parent-pathway
INTCA_RS03540,Ga0242637_11550,L-alanine Biosynthesis,parent-pathway
INTCA_RS08575,Ga0242637_111515,Pentose Phosphate Pathways,parent-pathway
INTCA_RS08575,Ga0242637_111515,Superpathways,parent-pathway
INTCA_RS08580,Ga0242637_111516,Pentose Phosphate Pathways,parent-pathway
INTCA_RS08580,Ga0242637_111516,Superpathways,parent-pathway
INTCA_RS08210,Ga0242637_111439,Pentose Phosphate Pathways,parent-pathway
INTCA_RS08210,Ga0242637_111439,Superpathways,parent-pathway
INTCA_RS06890,Ga0242637_111174,Pentose Phosphate Pathways,parent-pathway
INTCA_RS06890,Ga0242637_111174,Superpathways,parent-pathway
INTCA_RS08555,Ga0242637_111511,Pentose Phosphate Pathways,parent-pathway
INTCA_RS08555,Ga0242637_111511,Superpathways,parent-pathway
INTCA_RS00015,Ga0242637_113507,Pentose Phosphate Pathways,parent-pathway
INTCA_RS00015,Ga0242637_113507,Superpathways,parent-pathway
INTCA_RS08565,Ga0242637_111513,Pentose Phosphate Pathways,parent-pathway
INTCA_RS08565,Ga0242637_111513,Superpathways,parent-pathway
INTCA_RS00915,Ga0242637_113690,Pentose Phosphate Pathways,parent-pathway
INTCA_RS00915,Ga0242637_113690,Superpathways,parent-pathway
INTCA_RS03455,Ga0242637_11533,Menaquinol Biosynthesis,parent-pathway
INTCA_RS06160,Ga0242637_111024,Adenine and Adenosine Salvage,parent-pathway
INTCA_RS06125,Ga0242637_111016,Adenine and Adenosine Salvage,parent-pathway
INTCA_RS14105,Ga0242637_112642,Adenine and Adenosine Salvage,parent-pathway
INTCA_RS03025,Ga0242637_11444,Adenine and Adenosine Salvage,parent-pathway
INTCA_RS16285,Ga0242637_113072,Purine Nucleotide <i>De Novo</i> Biosynthesis,parent-pathway
INTCA_RS16285,Ga0242637_113072,Superpathways,parent-pathway
INTCA_RS16370,Ga0242637_113090,Purine Nucleotide <i>De Novo</i> Biosynthesis,parent-pathway
INTCA_RS16370,Ga0242637_113090,Superpathways,parent-pathway
INTCA_RS05360,Ga0242637_11915,Purine Nucleotide <i>De Novo</i> Biosynthesis,parent-pathway
INTCA_RS05360,Ga0242637_11915,Superpathways,parent-pathway
INTCA_RS16350,Ga0242637_113085,Purine Nucleotide <i>De Novo</i> Biosynthesis,parent-pathway
INTCA_RS16350,Ga0242637_113085,Superpathways,parent-pathway
INTCA_RS16275,Ga0242637_113071,Purine Nucleotide <i>De Novo</i> Biosynthesis,parent-pathway
INTCA_RS16275,Ga0242637_113071,Superpathways,parent-pathway
INTCA_RS06295,Ga0242637_111052,Purine Nucleotide <i>De Novo</i> Biosynthesis,parent-pathway
INTCA_RS06295,Ga0242637_111052,Superpathways,parent-pathway
INTCA_RS06290,Ga0242637_111051,Purine Nucleotide <i>De Novo</i> Biosynthesis,parent-pathway
INTCA_RS06290,Ga0242637_111051,Superpathways,parent-pathway
INTCA_RS16365,Ga0242637_113089,Purine Nucleotide <i>De Novo</i> Biosynthesis,parent-pathway
INTCA_RS16365,Ga0242637_113089,Superpathways,parent-pathway
INTCA_RS05365,Ga0242637_11917,Purine Nucleotide <i>De Novo</i> Biosynthesis,parent-pathway
INTCA_RS05365,Ga0242637_11917,Superpathways,parent-pathway
INTCA_RS16395,Ga0242637_113094,Purine Nucleotide <i>De Novo</i> Biosynthesis,parent-pathway
INTCA_RS16395,Ga0242637_113094,Superpathways,parent-pathway
INTCA_RS01060,Ga0242637_113719,Purine Nucleotide <i>De Novo</i> Biosynthesis,parent-pathway
INTCA_RS01060,Ga0242637_113719,Superpathways,parent-pathway
INTCA_RS13820,Ga0242637_112584,Purine Nucleotide <i>De Novo</i> Biosynthesis,parent-pathway
INTCA_RS13820,Ga0242637_112584,Superpathways,parent-pathway
INTCA_RS15520,Ga0242637_112963,Purine Nucleotide <i>De Novo</i> Biosynthesis,parent-pathway
INTCA_RS15520,Ga0242637_112963,Superpathways,parent-pathway
INTCA_RS05145,Ga0242637_11872,Purine Nucleotide <i>De Novo</i> Biosynthesis,parent-pathway
INTCA_RS05145,Ga0242637_11872,Superpathways,parent-pathway
INTCA_RS17935,Ga0242637_113408,Purine Nucleotide <i>De Novo</i> Biosynthesis,parent-pathway
INTCA_RS17935,Ga0242637_113408,Superpathways,parent-pathway
INTCA_RS05215,Ga0242637_11886,Purine Nucleotide <i>De Novo</i> Biosynthesis,parent-pathway
INTCA_RS05215,Ga0242637_11886,Superpathways,parent-pathway
INTCA_RS08160,Ga0242637_111429,Purine Nucleotide <i>De Novo</i> Biosynthesis,parent-pathway
INTCA_RS08160,Ga0242637_111429,Superpathways,parent-pathway
INTCA_RS07305,Ga0242637_111256,Purine Nucleotide <i>De Novo</i> Biosynthesis,parent-pathway
INTCA_RS07305,Ga0242637_111256,Superpathways,parent-pathway
INTCA_RS11200,Ga0242637_112049,Purine Nucleotide <i>De Novo</i> Biosynthesis,parent-pathway
INTCA_RS11200,Ga0242637_112049,Superpathways,parent-pathway
INTCA_RS08085,Ga0242637_111414,Chorismate Biosynthesis,parent-pathway
INTCA_RS08085,Ga0242637_111414,Superpathways,parent-pathway
INTCA_RS09980,Ga0242637_111799,Chorismate Biosynthesis,parent-pathway
INTCA_RS09980,Ga0242637_111799,Superpathways,parent-pathway
INTCA_RS08075,Ga0242637_111412,Chorismate Biosynthesis,parent-pathway
INTCA_RS08075,Ga0242637_111412,Superpathways,parent-pathway
INTCA_RS12835,Ga0242637_112394,Chorismate Biosynthesis,parent-pathway
INTCA_RS12835,Ga0242637_112394,Superpathways,parent-pathway
INTCA_RS08080,Ga0242637_111413,Chorismate Biosynthesis,parent-pathway
INTCA_RS08080,Ga0242637_111413,Superpathways,parent-pathway
INTCA_RS08065,Ga0242637_111410,Chorismate Biosynthesis,parent-pathway
INTCA_RS08065,Ga0242637_111410,Superpathways,parent-pathway
INTCA_RS08090,Ga0242637_111415,Chorismate Biosynthesis,parent-pathway
INTCA_RS08090,Ga0242637_111415,Superpathways,parent-pathway
INTCA_RS02145,Ga0242637_11245,Nitrogen Compound Metabolism,parent-pathway
INTCA_RS10455,Ga0242637_111895,Nitrogen Compound Metabolism,parent-pathway
INTCA_RS07895,Ga0242637_111375,Nitrogen Compound Metabolism,parent-pathway
INTCA_RS08130,Ga0242637_111423,Nitrogen Compound Metabolism,parent-pathway
INTCA_RS04005,Ga0242637_11642,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis",parent-pathway
INTCA_RS03890,Ga0242637_11621,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis",parent-pathway
INTCA_RS04055,Ga0242637_11652,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis",parent-pathway
INTCA_RS04015,Ga0242637_11644,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis",parent-pathway
INTCA_RS04025,Ga0242637_11646,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis",parent-pathway
INTCA_RS04035,Ga0242637_11648,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis",parent-pathway
INTCA_RS04010,Ga0242637_11643,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis",parent-pathway
INTCA_RS00435,Ga0242637_113590,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis",parent-pathway
INTCA_RS04050,Ga0242637_11651,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis",parent-pathway
INTCA_RS11430,Ga0242637_112104,Putrescine Degradation,parent-pathway
INTCA_RS09775,Ga0242637_111758,Methylerythritol Phosphate Pathways,parent-pathway
INTCA_RS11375,Ga0242637_112090,Methylerythritol Phosphate Pathways,parent-pathway
INTCA_RS14790,Ga0242637_112804,Methylerythritol Phosphate Pathways,parent-pathway
INTCA_RS11365,Ga0242637_112088,Methylerythritol Phosphate Pathways,parent-pathway
INTCA_RS13595,Ga0242637_112539,Methylerythritol Phosphate Pathways,parent-pathway
INTCA_RS04580,Ga0242637_11752,Methylerythritol Phosphate Pathways,parent-pathway
INTCA_RS14800,Ga0242637_112806,Methylerythritol Phosphate Pathways,parent-pathway
INTCA_RS17735,Ga0242637_113366,Methylerythritol Phosphate Pathways,parent-pathway
INTCA_RS05895,Ga0242637_11969,dTDP-sugar Biosynthesis,parent-pathway
INTCA_RS05860,Ga0242637_11962,dTDP-sugar Biosynthesis,parent-pathway
INTCA_RS05890,Ga0242637_11968,dTDP-sugar Biosynthesis,parent-pathway
INTCA_RS05865,Ga0242637_11963,dTDP-sugar Biosynthesis,parent-pathway
INTCA_RS11485,Ga0242637_112115,Phosphatidylglycerol Biosynthesis,parent-pathway
INTCA_RS11485,Ga0242637_112115,Superpathways,parent-pathway
INTCA_RS09995,Ga0242637_111802,Phosphatidylglycerol Biosynthesis,parent-pathway
INTCA_RS09995,Ga0242637_111802,Superpathways,parent-pathway
INTCA_RS07005,Ga0242637_111197,Phosphatidylglycerol Biosynthesis,parent-pathway
INTCA_RS07005,Ga0242637_111197,Superpathways,parent-pathway
INTCA_RS09295,Ga0242637_111660,Phosphatidylglycerol Biosynthesis,parent-pathway
INTCA_RS09295,Ga0242637_111660,Superpathways,parent-pathway
INTCA_RS02195,Ga0242637_11258,Phosphatidylglycerol Biosynthesis,parent-pathway
INTCA_RS02195,Ga0242637_11258,Superpathways,parent-pathway
INTCA_RS11790,Ga0242637_112179,Phosphatidylglycerol Biosynthesis,parent-pathway
INTCA_RS11790,Ga0242637_112179,Superpathways,parent-pathway
INTCA_RS11785,Ga0242637_112178,Phosphatidylglycerol Biosynthesis,parent-pathway
INTCA_RS11785,Ga0242637_112178,Superpathways,parent-pathway
INTCA_RS11030,Ga0242637_112013,Phosphatidylglycerol Biosynthesis,parent-pathway
INTCA_RS11030,Ga0242637_112013,Superpathways,parent-pathway
INTCA_RS05220,Ga0242637_11887,L-asparagine Biosynthesis,parent-pathway
INTCA_RS05810,Ga0242637_11950,L-proline Degradation,parent-pathway
INTCA_RS12605,Ga0242637_112348,L-proline Degradation,parent-pathway
INTCA_RS05805,Ga0242637_11949,L-proline Degradation,parent-pathway
INTCA_RS03235,Ga0242637_11487,L-proline Degradation,parent-pathway
INTCA_RS06160,Ga0242637_111024,Purine Nucleotide Degradation,parent-pathway
INTCA_RS06125,Ga0242637_111016,Purine Nucleotide Degradation,parent-pathway
INTCA_RS14105,Ga0242637_112642,Purine Nucleotide Degradation,parent-pathway
INTCA_RS06025,Ga0242637_11995,Aerobic Respiration,parent-pathway
INTCA_RS06025,Ga0242637_11995,Electron Transfer Chains,parent-pathway
INTCA_RS06035,Ga0242637_11997,Aerobic Respiration,parent-pathway
INTCA_RS06035,Ga0242637_11997,Electron Transfer Chains,parent-pathway
INTCA_RS01110,Ga0242637_113729,Aerobic Respiration,parent-pathway
INTCA_RS01110,Ga0242637_113729,Electron Transfer Chains,parent-pathway
INTCA_RS01115,Ga0242637_113730,Aerobic Respiration,parent-pathway
INTCA_RS01115,Ga0242637_113730,Electron Transfer Chains,parent-pathway
INTCA_RS11485,Ga0242637_112115,CDP-diacylglycerol Biosynthesis,parent-pathway
INTCA_RS09995,Ga0242637_111802,CDP-diacylglycerol Biosynthesis,parent-pathway
INTCA_RS07005,Ga0242637_111197,CDP-diacylglycerol Biosynthesis,parent-pathway
INTCA_RS09295,Ga0242637_111660,CDP-diacylglycerol Biosynthesis,parent-pathway
INTCA_RS02195,Ga0242637_11258,CDP-diacylglycerol Biosynthesis,parent-pathway
INTCA_RS11790,Ga0242637_112179,CDP-diacylglycerol Biosynthesis,parent-pathway
INTCA_RS11785,Ga0242637_112178,CDP-diacylglycerol Biosynthesis,parent-pathway
INTCA_RS08175,Ga0242637_111432,L-methionine Degradation,parent-pathway
INTCA_RS12730,Ga0242637_112372,L-methionine Degradation,parent-pathway
INTCA_RS01265,Ga0242637_1143,2-Oxobutanoate Degradation,parent-pathway
INTCA_RS01265,Ga0242637_1143,Superpathways,parent-pathway
INTCA_RS12235,Ga0242637_112270,2-Oxobutanoate Degradation,parent-pathway
INTCA_RS12235,Ga0242637_112270,Superpathways,parent-pathway
INTCA_RS14180,Ga0242637_112657,2-Oxobutanoate Degradation,parent-pathway
INTCA_RS14180,Ga0242637_112657,Superpathways,parent-pathway
INTCA_RS06065,Ga0242637_111003,2-Oxobutanoate Degradation,parent-pathway
INTCA_RS06065,Ga0242637_111003,Superpathways,parent-pathway
INTCA_RS05320,Ga0242637_11907,2-Oxobutanoate Degradation,parent-pathway
INTCA_RS05320,Ga0242637_11907,Superpathways,parent-pathway
INTCA_RS06255,Ga0242637_111044,2-Oxobutanoate Degradation,parent-pathway
INTCA_RS06255,Ga0242637_111044,Superpathways,parent-pathway
INTCA_RS11760,Ga0242637_112172,Thiamine Diphosphate Biosynthesis,parent-pathway
INTCA_RS07105,Ga0242637_111217,Thiamine Diphosphate Biosynthesis,parent-pathway
INTCA_RS07085,Ga0242637_111213,Thiamine Diphosphate Biosynthesis,parent-pathway
INTCA_RS07305,Ga0242637_111256,Adenosine Deoxyribonucleotide <i>De Novo</i> Biosynthesis,parent-pathway
INTCA_RS11200,Ga0242637_112049,Adenosine Deoxyribonucleotide <i>De Novo</i> Biosynthesis,parent-pathway
INTCA_RS11730,Ga0242637_112165,Coenzyme A Biosynthesis,parent-pathway
INTCA_RS08455,Ga0242637_111491,Coenzyme A Biosynthesis,parent-pathway
INTCA_RS08170,Ga0242637_111431,Coenzyme A Biosynthesis,parent-pathway
INTCA_RS17005,Ga0242637_113218,L-threonine Degradation,parent-pathway
INTCA_RS16980,Ga0242637_113214,L-threonine Degradation,parent-pathway
INTCA_RS06385,Ga0242637_111070,Other Amino Acid Biosynthesis,parent-pathway
INTCA_RS07610,Ga0242637_111318,Other Amino Acid Biosynthesis,parent-pathway
INTCA_RS16285,Ga0242637_113072,5-Aminoimidazole Ribonucleotide Biosynthesis,parent-pathway
INTCA_RS16370,Ga0242637_113090,5-Aminoimidazole Ribonucleotide Biosynthesis,parent-pathway
INTCA_RS05360,Ga0242637_11915,5-Aminoimidazole Ribonucleotide Biosynthesis,parent-pathway
INTCA_RS16350,Ga0242637_113085,5-Aminoimidazole Ribonucleotide Biosynthesis,parent-pathway
INTCA_RS16275,Ga0242637_113071,5-Aminoimidazole Ribonucleotide Biosynthesis,parent-pathway
INTCA_RS05055,Ga0242637_11854,Generation of Precursor Metabolites and Energy,parent-pathway
INTCA_RS10610,Ga0242637_111926,Sugar Degradation,parent-pathway
INTCA_RS10610,Ga0242637_111926,Superpathways,parent-pathway
INTCA_RS12045,Ga0242637_112232,Sugar Degradation,parent-pathway
INTCA_RS12045,Ga0242637_112232,Superpathways,parent-pathway
INTCA_RS08530,Ga0242637_111506,Sugar Degradation,parent-pathway
INTCA_RS08530,Ga0242637_111506,Superpathways,parent-pathway
INTCA_RS08535,Ga0242637_111507,Sugar Degradation,parent-pathway
INTCA_RS08535,Ga0242637_111507,Superpathways,parent-pathway
INTCA_RS14830,Ga0242637_112812,Sugar Degradation,parent-pathway
INTCA_RS14830,Ga0242637_112812,Superpathways,parent-pathway
INTCA_RS04690,Ga0242637_11781,Sugar Degradation,parent-pathway
INTCA_RS04690,Ga0242637_11781,Superpathways,parent-pathway
INTCA_RS08345,Ga0242637_111467,Sugar Degradation,parent-pathway
INTCA_RS08345,Ga0242637_111467,Superpathways,parent-pathway
INTCA_RS08575,Ga0242637_111515,Sugar Degradation,parent-pathway
INTCA_RS08575,Ga0242637_111515,Superpathways,parent-pathway
INTCA_RS08580,Ga0242637_111516,Sugar Degradation,parent-pathway
INTCA_RS08580,Ga0242637_111516,Superpathways,parent-pathway
INTCA_RS08210,Ga0242637_111439,Sugar Degradation,parent-pathway
INTCA_RS08210,Ga0242637_111439,Superpathways,parent-pathway
INTCA_RS06890,Ga0242637_111174,Sugar Degradation,parent-pathway
INTCA_RS06890,Ga0242637_111174,Superpathways,parent-pathway
INTCA_RS08555,Ga0242637_111511,Sugar Degradation,parent-pathway
INTCA_RS08555,Ga0242637_111511,Superpathways,parent-pathway
INTCA_RS00015,Ga0242637_113507,Sugar Degradation,parent-pathway
INTCA_RS00015,Ga0242637_113507,Superpathways,parent-pathway
INTCA_RS08565,Ga0242637_111513,Sugar Degradation,parent-pathway
INTCA_RS08565,Ga0242637_111513,Superpathways,parent-pathway
INTCA_RS00915,Ga0242637_113690,Sugar Degradation,parent-pathway
INTCA_RS00915,Ga0242637_113690,Superpathways,parent-pathway
INTCA_RS08130,Ga0242637_111423,UMP Biosynthesis,parent-pathway
INTCA_RS08120,Ga0242637_111421,UMP Biosynthesis,parent-pathway
INTCA_RS08125,Ga0242637_111422,UMP Biosynthesis,parent-pathway
INTCA_RS16530,Ga0242637_113121,UMP Biosynthesis,parent-pathway
INTCA_RS08150,Ga0242637_111427,UMP Biosynthesis,parent-pathway
