ID,Value,Type
Ga0242637_112609,translational elongation,GO terms (biological process)
Ga0242637_112609,translation,GO terms (biological process)
Ga0242637_112609,cytoplasm,GO terms (cellular component)
Ga0242637_112609,GTP binding,GO terms (molecular function)
Ga0242637_112609,GTPase activity,GO terms (molecular function)
Ga0242637_112609,translation elongation factor activity,GO terms (molecular function)
Ga0242637_112609,nucleotide binding,GO terms (molecular function)
Ga0242637_113329,"regulation of DNA-templated transcription, initiation",GO terms (biological process)
Ga0242637_113329,"regulation of transcription, DNA-templated",GO terms (biological process)
Ga0242637_113329,"DNA-templated transcription, initiation",GO terms (biological process)
Ga0242637_113329,integral component of membrane,GO terms (cellular component)
Ga0242637_113329,membrane,GO terms (cellular component)
Ga0242637_113329,,GO terms (cellular component)
Ga0242637_113329,sigma factor activity,GO terms (molecular function)
Ga0242637_113329,DNA-binding transcription factor activity,GO terms (molecular function)
Ga0242637_113329,DNA binding,GO terms (molecular function)
Ga0242637_113328,"regulation of DNA-templated transcription, initiation",GO terms (biological process)
Ga0242637_113328,"regulation of transcription, DNA-templated",GO terms (biological process)
Ga0242637_113328,"DNA-templated transcription, initiation",GO terms (biological process)
Ga0242637_113328,integral component of membrane,GO terms (cellular component)
Ga0242637_113328,membrane,GO terms (cellular component)
Ga0242637_113328,,GO terms (cellular component)
Ga0242637_113328,sigma factor activity,GO terms (molecular function)
Ga0242637_113328,DNA-binding transcription factor activity,GO terms (molecular function)
Ga0242637_113328,DNA binding,GO terms (molecular function)
Ga0242637_111583,L-valine degradation I,Pathways of gene
Ga0242637_111583,oxidation-reduction process,GO terms (biological process)
Ga0242637_111583,pyridoxal phosphate binding,GO terms (molecular function)
Ga0242637_111583,transferase activity,GO terms (molecular function)
Ga0242637_111583,transaminase activity,GO terms (molecular function)
Ga0242637_111583,catalytic activity,GO terms (molecular function)
Ga0242637_111583,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",GO terms (molecular function)
Ga0242637_111583,oxidoreductase activity,GO terms (molecular function)
Ga0242637_111583,methylmalonate-semialdehyde dehydrogenase (acylating) activity,GO terms (molecular function)
Ga0242637_111582,L-valine degradation I,Pathways of gene
Ga0242637_111582,oxidation-reduction process,GO terms (biological process)
Ga0242637_111582,pyridoxal phosphate binding,GO terms (molecular function)
Ga0242637_111582,transferase activity,GO terms (molecular function)
Ga0242637_111582,transaminase activity,GO terms (molecular function)
Ga0242637_111582,catalytic activity,GO terms (molecular function)
Ga0242637_111582,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",GO terms (molecular function)
Ga0242637_111582,oxidoreductase activity,GO terms (molecular function)
Ga0242637_111582,methylmalonate-semialdehyde dehydrogenase (acylating) activity,GO terms (molecular function)
Ga0242637_112606,translation,GO terms (biological process)
Ga0242637_112606,ribosome,GO terms (cellular component)
Ga0242637_112606,large ribosomal subunit,GO terms (cellular component)
Ga0242637_112606,small ribosomal subunit,GO terms (cellular component)
Ga0242637_112606,structural constituent of ribosome,GO terms (molecular function)
Ga0242637_112606,RNA binding,GO terms (molecular function)
Ga0242637_112606,tRNA binding,GO terms (molecular function)
Ga0242637_112606,rRNA binding,GO terms (molecular function)
Ga0242637_112606,transferase activity,GO terms (molecular function)
Ga0242637_112606,mRNA binding,GO terms (molecular function)
Ga0242637_112606,nucleic acid binding,GO terms (molecular function)
Ga0242637_112605,translation,GO terms (biological process)
Ga0242637_112605,ribosome,GO terms (cellular component)
Ga0242637_112605,large ribosomal subunit,GO terms (cellular component)
Ga0242637_112605,small ribosomal subunit,GO terms (cellular component)
Ga0242637_112605,structural constituent of ribosome,GO terms (molecular function)
Ga0242637_112605,RNA binding,GO terms (molecular function)
Ga0242637_112605,tRNA binding,GO terms (molecular function)
Ga0242637_112605,rRNA binding,GO terms (molecular function)
Ga0242637_112605,transferase activity,GO terms (molecular function)
Ga0242637_112605,mRNA binding,GO terms (molecular function)
Ga0242637_112605,nucleic acid binding,GO terms (molecular function)
Ga0242637_112604,translation,GO terms (biological process)
Ga0242637_112604,ribosome,GO terms (cellular component)
Ga0242637_112604,large ribosomal subunit,GO terms (cellular component)
Ga0242637_112604,small ribosomal subunit,GO terms (cellular component)
Ga0242637_112604,structural constituent of ribosome,GO terms (molecular function)
Ga0242637_112604,RNA binding,GO terms (molecular function)
Ga0242637_112604,tRNA binding,GO terms (molecular function)
Ga0242637_112604,rRNA binding,GO terms (molecular function)
Ga0242637_112604,transferase activity,GO terms (molecular function)
Ga0242637_112604,mRNA binding,GO terms (molecular function)
Ga0242637_112604,nucleic acid binding,GO terms (molecular function)
Ga0242637_112603,translation,GO terms (biological process)
Ga0242637_112603,ribosome,GO terms (cellular component)
Ga0242637_112603,large ribosomal subunit,GO terms (cellular component)
Ga0242637_112603,small ribosomal subunit,GO terms (cellular component)
Ga0242637_112603,structural constituent of ribosome,GO terms (molecular function)
Ga0242637_112603,RNA binding,GO terms (molecular function)
Ga0242637_112603,tRNA binding,GO terms (molecular function)
Ga0242637_112603,rRNA binding,GO terms (molecular function)
Ga0242637_112603,transferase activity,GO terms (molecular function)
Ga0242637_112603,mRNA binding,GO terms (molecular function)
Ga0242637_112603,nucleic acid binding,GO terms (molecular function)
Ga0242637_112602,translation,GO terms (biological process)
Ga0242637_112602,ribosome,GO terms (cellular component)
Ga0242637_112602,large ribosomal subunit,GO terms (cellular component)
Ga0242637_112602,small ribosomal subunit,GO terms (cellular component)
Ga0242637_112602,structural constituent of ribosome,GO terms (molecular function)
Ga0242637_112602,RNA binding,GO terms (molecular function)
Ga0242637_112602,tRNA binding,GO terms (molecular function)
Ga0242637_112602,rRNA binding,GO terms (molecular function)
Ga0242637_112602,transferase activity,GO terms (molecular function)
Ga0242637_112602,mRNA binding,GO terms (molecular function)
Ga0242637_112602,nucleic acid binding,GO terms (molecular function)
Ga0242637_112601,translation,GO terms (biological process)
Ga0242637_112601,ribosome,GO terms (cellular component)
Ga0242637_112601,large ribosomal subunit,GO terms (cellular component)
Ga0242637_112601,small ribosomal subunit,GO terms (cellular component)
Ga0242637_112601,structural constituent of ribosome,GO terms (molecular function)
Ga0242637_112601,RNA binding,GO terms (molecular function)
Ga0242637_112601,tRNA binding,GO terms (molecular function)
Ga0242637_112601,rRNA binding,GO terms (molecular function)
Ga0242637_112601,transferase activity,GO terms (molecular function)
Ga0242637_112601,mRNA binding,GO terms (molecular function)
Ga0242637_112601,nucleic acid binding,GO terms (molecular function)
Ga0242637_112600,translation,GO terms (biological process)
Ga0242637_112600,ribosome,GO terms (cellular component)
Ga0242637_112600,large ribosomal subunit,GO terms (cellular component)
Ga0242637_112600,small ribosomal subunit,GO terms (cellular component)
Ga0242637_112600,structural constituent of ribosome,GO terms (molecular function)
Ga0242637_112600,RNA binding,GO terms (molecular function)
Ga0242637_112600,tRNA binding,GO terms (molecular function)
Ga0242637_112600,rRNA binding,GO terms (molecular function)
Ga0242637_112600,transferase activity,GO terms (molecular function)
Ga0242637_112600,mRNA binding,GO terms (molecular function)
Ga0242637_112600,nucleic acid binding,GO terms (molecular function)
Ga0242637_112599,translation,GO terms (biological process)
Ga0242637_112599,ribosome,GO terms (cellular component)
Ga0242637_112599,large ribosomal subunit,GO terms (cellular component)
Ga0242637_112599,small ribosomal subunit,GO terms (cellular component)
Ga0242637_112599,structural constituent of ribosome,GO terms (molecular function)
Ga0242637_112599,RNA binding,GO terms (molecular function)
Ga0242637_112599,tRNA binding,GO terms (molecular function)
Ga0242637_112599,rRNA binding,GO terms (molecular function)
Ga0242637_112599,transferase activity,GO terms (molecular function)
Ga0242637_112599,mRNA binding,GO terms (molecular function)
Ga0242637_112599,nucleic acid binding,GO terms (molecular function)
Ga0242637_112598,translation,GO terms (biological process)
Ga0242637_112598,ribosome,GO terms (cellular component)
Ga0242637_112598,large ribosomal subunit,GO terms (cellular component)
Ga0242637_112598,small ribosomal subunit,GO terms (cellular component)
Ga0242637_112598,structural constituent of ribosome,GO terms (molecular function)
Ga0242637_112598,RNA binding,GO terms (molecular function)
Ga0242637_112598,tRNA binding,GO terms (molecular function)
Ga0242637_112598,rRNA binding,GO terms (molecular function)
Ga0242637_112598,transferase activity,GO terms (molecular function)
Ga0242637_112598,mRNA binding,GO terms (molecular function)
Ga0242637_112598,nucleic acid binding,GO terms (molecular function)
Ga0242637_112597,translation,GO terms (biological process)
Ga0242637_112597,ribosome,GO terms (cellular component)
Ga0242637_112597,large ribosomal subunit,GO terms (cellular component)
Ga0242637_112597,small ribosomal subunit,GO terms (cellular component)
Ga0242637_112597,structural constituent of ribosome,GO terms (molecular function)
Ga0242637_112597,RNA binding,GO terms (molecular function)
Ga0242637_112597,tRNA binding,GO terms (molecular function)
Ga0242637_112597,rRNA binding,GO terms (molecular function)
Ga0242637_112597,transferase activity,GO terms (molecular function)
Ga0242637_112597,mRNA binding,GO terms (molecular function)
Ga0242637_112597,nucleic acid binding,GO terms (molecular function)
Ga0242637_112596,translation,GO terms (biological process)
Ga0242637_112596,ribosome,GO terms (cellular component)
Ga0242637_112596,large ribosomal subunit,GO terms (cellular component)
Ga0242637_112596,small ribosomal subunit,GO terms (cellular component)
Ga0242637_112596,structural constituent of ribosome,GO terms (molecular function)
Ga0242637_112596,RNA binding,GO terms (molecular function)
Ga0242637_112596,tRNA binding,GO terms (molecular function)
Ga0242637_112596,rRNA binding,GO terms (molecular function)
Ga0242637_112596,transferase activity,GO terms (molecular function)
Ga0242637_112596,mRNA binding,GO terms (molecular function)
Ga0242637_112596,nucleic acid binding,GO terms (molecular function)
Ga0242637_112424,molybdenum cofactor biosynthesis,Pathways of gene
Ga0242637_112424,,Pathways of gene
Ga0242637_112424,methylation,GO terms (biological process)
Ga0242637_112424,DNA repair,GO terms (biological process)
Ga0242637_112424,ubiquitin-like modifier activating enzyme activity,GO terms (molecular function)
Ga0242637_112424,transferase activity,GO terms (molecular function)
Ga0242637_112424,methyltransferase activity,GO terms (molecular function)
Ga0242637_112424,catalytic activity,GO terms (molecular function)
Ga0242637_112423,molybdenum cofactor biosynthesis,Pathways of gene
Ga0242637_112423,,Pathways of gene
Ga0242637_112423,methylation,GO terms (biological process)
Ga0242637_112423,DNA repair,GO terms (biological process)
Ga0242637_112423,ubiquitin-like modifier activating enzyme activity,GO terms (molecular function)
Ga0242637_112423,transferase activity,GO terms (molecular function)
Ga0242637_112423,methyltransferase activity,GO terms (molecular function)
Ga0242637_112423,catalytic activity,GO terms (molecular function)
Ga0242637_112608,selenate reduction,Pathways of gene
Ga0242637_112608,assimilatory sulfate reduction III,Pathways of gene
Ga0242637_112608,translational elongation,GO terms (biological process)
Ga0242637_112608,translation,GO terms (biological process)
Ga0242637_112608,cytoplasm,GO terms (cellular component)
Ga0242637_112608,nucleotidyltransferase activity,GO terms (molecular function)
Ga0242637_112608,transferase activity,GO terms (molecular function)
Ga0242637_112608,GTP binding,GO terms (molecular function)
Ga0242637_112608,GTPase activity,GO terms (molecular function)
Ga0242637_112608,translation elongation factor activity,GO terms (molecular function)
Ga0242637_112608,nucleotide binding,GO terms (molecular function)
Ga0242637_112595,translation,GO terms (biological process)
Ga0242637_112595,large ribosomal subunit,GO terms (cellular component)
Ga0242637_112595,ribosome,GO terms (cellular component)
Ga0242637_112595,rRNA binding,GO terms (molecular function)
Ga0242637_112595,structural constituent of ribosome,GO terms (molecular function)
Ga0242637_112595,RNA binding,GO terms (molecular function)
Ga0242637_112595,tRNA binding,GO terms (molecular function)
Ga0242637_112595,metal ion binding,GO terms (molecular function)
Ga0242637_112595,zinc ion binding,GO terms (molecular function)
Ga0242637_112594,translation,GO terms (biological process)
Ga0242637_112594,large ribosomal subunit,GO terms (cellular component)
Ga0242637_112594,ribosome,GO terms (cellular component)
Ga0242637_112594,rRNA binding,GO terms (molecular function)
Ga0242637_112594,structural constituent of ribosome,GO terms (molecular function)
Ga0242637_112594,RNA binding,GO terms (molecular function)
Ga0242637_112594,tRNA binding,GO terms (molecular function)
Ga0242637_112594,metal ion binding,GO terms (molecular function)
Ga0242637_112594,zinc ion binding,GO terms (molecular function)
Ga0242637_112593,translation,GO terms (biological process)
Ga0242637_112593,large ribosomal subunit,GO terms (cellular component)
Ga0242637_112593,ribosome,GO terms (cellular component)
Ga0242637_112593,rRNA binding,GO terms (molecular function)
Ga0242637_112593,structural constituent of ribosome,GO terms (molecular function)
Ga0242637_112593,RNA binding,GO terms (molecular function)
Ga0242637_112593,tRNA binding,GO terms (molecular function)
Ga0242637_112593,metal ion binding,GO terms (molecular function)
Ga0242637_112593,zinc ion binding,GO terms (molecular function)
,translation,GO terms (biological process)
,large ribosomal subunit,GO terms (cellular component)
,ribosome,GO terms (cellular component)
,rRNA binding,GO terms (molecular function)
,structural constituent of ribosome,GO terms (molecular function)
,RNA binding,GO terms (molecular function)
,tRNA binding,GO terms (molecular function)
,metal ion binding,GO terms (molecular function)
,zinc ion binding,GO terms (molecular function)
Ga0242637_112591,translation,GO terms (biological process)
Ga0242637_112591,ribosome,GO terms (cellular component)
Ga0242637_112591,ribonucleoprotein complex,GO terms (cellular component)
Ga0242637_112591,small ribosomal subunit,GO terms (cellular component)
Ga0242637_112591,large ribosomal subunit,GO terms (cellular component)
Ga0242637_112591,rRNA binding,GO terms (molecular function)
Ga0242637_112591,structural constituent of ribosome,GO terms (molecular function)
Ga0242637_112591,RNA binding,GO terms (molecular function)
Ga0242637_112590,translation,GO terms (biological process)
Ga0242637_112590,ribosome,GO terms (cellular component)
Ga0242637_112590,ribonucleoprotein complex,GO terms (cellular component)
Ga0242637_112590,small ribosomal subunit,GO terms (cellular component)
Ga0242637_112590,large ribosomal subunit,GO terms (cellular component)
Ga0242637_112590,rRNA binding,GO terms (molecular function)
Ga0242637_112590,structural constituent of ribosome,GO terms (molecular function)
Ga0242637_112590,RNA binding,GO terms (molecular function)
Ga0242637_112589,translation,GO terms (biological process)
Ga0242637_112589,ribosome,GO terms (cellular component)
Ga0242637_112589,ribonucleoprotein complex,GO terms (cellular component)
Ga0242637_112589,small ribosomal subunit,GO terms (cellular component)
Ga0242637_112589,large ribosomal subunit,GO terms (cellular component)
Ga0242637_112589,rRNA binding,GO terms (molecular function)
Ga0242637_112589,structural constituent of ribosome,GO terms (molecular function)
Ga0242637_112589,RNA binding,GO terms (molecular function)
Ga0242637_112588,translation,GO terms (biological process)
Ga0242637_112588,ribosome,GO terms (cellular component)
Ga0242637_112588,ribonucleoprotein complex,GO terms (cellular component)
Ga0242637_112588,small ribosomal subunit,GO terms (cellular component)
Ga0242637_112588,large ribosomal subunit,GO terms (cellular component)
Ga0242637_112588,rRNA binding,GO terms (molecular function)
Ga0242637_112588,structural constituent of ribosome,GO terms (molecular function)
Ga0242637_112588,RNA binding,GO terms (molecular function)
Ga0242637_112587,translation,GO terms (biological process)
Ga0242637_112587,ribosome,GO terms (cellular component)
Ga0242637_112587,ribonucleoprotein complex,GO terms (cellular component)
Ga0242637_112587,small ribosomal subunit,GO terms (cellular component)
Ga0242637_112587,large ribosomal subunit,GO terms (cellular component)
Ga0242637_112587,rRNA binding,GO terms (molecular function)
Ga0242637_112587,structural constituent of ribosome,GO terms (molecular function)
Ga0242637_112587,RNA binding,GO terms (molecular function)
Ga0242637_112586,translation,GO terms (biological process)
Ga0242637_112586,ribosome,GO terms (cellular component)
Ga0242637_112586,ribonucleoprotein complex,GO terms (cellular component)
Ga0242637_112586,small ribosomal subunit,GO terms (cellular component)
Ga0242637_112586,large ribosomal subunit,GO terms (cellular component)
Ga0242637_112586,rRNA binding,GO terms (molecular function)
Ga0242637_112586,structural constituent of ribosome,GO terms (molecular function)
Ga0242637_112586,RNA binding,GO terms (molecular function)
Ga0242637_112584,superpathway of adenosine nucleotides <i>de novo</i> biosynthesis I,Pathways of gene
Ga0242637_112584,superpathway of purine nucleotides <i>de novo</i> biosynthesis I,Pathways of gene
Ga0242637_112584,adenosine ribonucleotides <i>de novo</i> biosynthesis,Pathways of gene
Ga0242637_112584,,Pathways of gene
Ga0242637_112584,nucleoside monophosphate phosphorylation,GO terms (biological process)
Ga0242637_112584,AMP salvage,GO terms (biological process)
Ga0242637_112584,phosphorylation,GO terms (biological process)
Ga0242637_112584,nucleotide biosynthetic process,GO terms (biological process)
Ga0242637_112584,nucleobase-containing compound metabolic process,GO terms (biological process)
Ga0242637_112584,protein initiator methionine removal,GO terms (biological process)
Ga0242637_112584,proteolysis,GO terms (biological process)
Ga0242637_112584,cytoplasm,GO terms (cellular component)
Ga0242637_112584,,GO terms (cellular component)
Ga0242637_112584,nucleobase-containing compound kinase activity,GO terms (molecular function)
Ga0242637_112584,transferase activity,GO terms (molecular function)
Ga0242637_112584,kinase activity,GO terms (molecular function)
Ga0242637_112584,ATP binding,GO terms (molecular function)
Ga0242637_112584,adenylate kinase activity,GO terms (molecular function)
Ga0242637_112584,nucleotide binding,GO terms (molecular function)
Ga0242637_112584,metalloaminopeptidase activity,GO terms (molecular function)
Ga0242637_112584,metal ion binding,GO terms (molecular function)
Ga0242637_112584,hydrolase activity,GO terms (molecular function)
Ga0242637_112584,metalloexopeptidase activity,GO terms (molecular function)
Ga0242637_112584,peptidase activity,GO terms (molecular function)
Ga0242637_112584,aminopeptidase activity,GO terms (molecular function)
Ga0242637_112583,superpathway of adenosine nucleotides <i>de novo</i> biosynthesis I,Pathways of gene
Ga0242637_112583,superpathway of purine nucleotides <i>de novo</i> biosynthesis I,Pathways of gene
Ga0242637_112583,adenosine ribonucleotides <i>de novo</i> biosynthesis,Pathways of gene
Ga0242637_112583,,Pathways of gene
Ga0242637_112583,nucleoside monophosphate phosphorylation,GO terms (biological process)
Ga0242637_112583,AMP salvage,GO terms (biological process)
Ga0242637_112583,phosphorylation,GO terms (biological process)
Ga0242637_112583,nucleotide biosynthetic process,GO terms (biological process)
Ga0242637_112583,nucleobase-containing compound metabolic process,GO terms (biological process)
Ga0242637_112583,protein initiator methionine removal,GO terms (biological process)
Ga0242637_112583,proteolysis,GO terms (biological process)
Ga0242637_112583,cytoplasm,GO terms (cellular component)
Ga0242637_112583,,GO terms (cellular component)
Ga0242637_112583,nucleobase-containing compound kinase activity,GO terms (molecular function)
Ga0242637_112583,transferase activity,GO terms (molecular function)
Ga0242637_112583,kinase activity,GO terms (molecular function)
Ga0242637_112583,ATP binding,GO terms (molecular function)
Ga0242637_112583,adenylate kinase activity,GO terms (molecular function)
Ga0242637_112583,nucleotide binding,GO terms (molecular function)
Ga0242637_112583,metalloaminopeptidase activity,GO terms (molecular function)
Ga0242637_112583,metal ion binding,GO terms (molecular function)
Ga0242637_112583,hydrolase activity,GO terms (molecular function)
Ga0242637_112583,metalloexopeptidase activity,GO terms (molecular function)
Ga0242637_112583,peptidase activity,GO terms (molecular function)
Ga0242637_112583,aminopeptidase activity,GO terms (molecular function)
Ga0242637_112581,transporter activity,GO terms (molecular function)
Ga0242637_111111,ATP binding,GO terms (molecular function)
Ga0242637_111111,helicase activity,GO terms (molecular function)
Ga0242637_111111,nucleic acid binding,GO terms (molecular function)
Ga0242637_112577,translation,GO terms (biological process)
Ga0242637_112577,ribosome,GO terms (cellular component)
Ga0242637_112577,structural constituent of ribosome,GO terms (molecular function)
Ga0242637_112576,translation,GO terms (biological process)
Ga0242637_112576,ribosome,GO terms (cellular component)
Ga0242637_112576,rRNA binding,GO terms (molecular function)
Ga0242637_112576,structural constituent of ribosome,GO terms (molecular function)
Ga0242637_112576,RNA binding,GO terms (molecular function)
Ga0242637_112576,nucleic acid binding,GO terms (molecular function)
Ga0242637_112576,tRNA binding,GO terms (molecular function)
Ga0242637_112007,regulation of DNA repair,GO terms (biological process)
Ga0242637_112007,cytoplasm,GO terms (cellular component)
Ga0242637_112573,"transcription, DNA-templated",GO terms (biological process)
Ga0242637_112573,protein dimerization activity,GO terms (molecular function)
Ga0242637_112573,nucleotidyltransferase activity,GO terms (molecular function)
Ga0242637_112573,transferase activity,GO terms (molecular function)
Ga0242637_112573,DNA-directed 5'-3' RNA polymerase activity,GO terms (molecular function)
Ga0242637_112573,DNA binding,GO terms (molecular function)
Ga0242637_112572,translation,GO terms (biological process)
Ga0242637_112572,ribosome,GO terms (cellular component)
Ga0242637_112572,structural constituent of ribosome,GO terms (molecular function)
Ga0242637_112565,oxidation-reduction process,GO terms (biological process)
Ga0242637_112565,'de novo' pyrimidine nucleobase biosynthetic process,GO terms (biological process)
Ga0242637_112565,nitroalkane oxidase activity,GO terms (molecular function)
Ga0242637_112565,nitroethane oxidase activity,GO terms (molecular function)
Ga0242637_112565,nitronate monooxygenase activity,GO terms (molecular function)
Ga0242637_112565,oxidoreductase activity,GO terms (molecular function)
Ga0242637_112565,dihydroorotate dehydrogenase activity,GO terms (molecular function)
Ga0242637_112565,catalytic activity,GO terms (molecular function)
Ga0242637_112571,tRNA pseudouridine synthesis,GO terms (biological process)
Ga0242637_112571,RNA modification,GO terms (biological process)
Ga0242637_112571,tRNA processing,GO terms (biological process)
Ga0242637_112571,pseudouridine synthesis,GO terms (biological process)
Ga0242637_112571,tRNA pseudouridine synthase activity,GO terms (molecular function)
Ga0242637_112571,isomerase activity,GO terms (molecular function)
Ga0242637_112571,pseudouridine synthase activity,GO terms (molecular function)
Ga0242637_112571,RNA binding,GO terms (molecular function)
Ga0242637_112570,tRNA pseudouridine synthesis,GO terms (biological process)
Ga0242637_112570,RNA modification,GO terms (biological process)
Ga0242637_112570,tRNA processing,GO terms (biological process)
Ga0242637_112570,pseudouridine synthesis,GO terms (biological process)
Ga0242637_112570,tRNA pseudouridine synthase activity,GO terms (molecular function)
Ga0242637_112570,isomerase activity,GO terms (molecular function)
Ga0242637_112570,pseudouridine synthase activity,GO terms (molecular function)
Ga0242637_112570,RNA binding,GO terms (molecular function)
Ga0242637_111346,lipoprotein posttranslational modification,Pathways of gene
Ga0242637_111346,RNA modification,GO terms (biological process)
Ga0242637_111346,pseudouridine synthesis,GO terms (biological process)
Ga0242637_111346,,GO terms (biological process)
Ga0242637_111346,isomerase activity,GO terms (molecular function)
Ga0242637_111346,pseudouridine synthase activity,GO terms (molecular function)
Ga0242637_111346,RNA binding,GO terms (molecular function)
Ga0242637_111346,,GO terms (molecular function)
Ga0242637_111345,lipoprotein posttranslational modification,Pathways of gene
Ga0242637_111345,RNA modification,GO terms (biological process)
Ga0242637_111345,pseudouridine synthesis,GO terms (biological process)
Ga0242637_111345,,GO terms (biological process)
Ga0242637_111345,isomerase activity,GO terms (molecular function)
Ga0242637_111345,pseudouridine synthase activity,GO terms (molecular function)
Ga0242637_111345,RNA binding,GO terms (molecular function)
Ga0242637_111345,,GO terms (molecular function)
Ga0242637_112567,ATPase activity,GO terms (molecular function)
Ga0242637_112567,ATP binding,GO terms (molecular function)
Ga0242637_112567,nucleotide binding,GO terms (molecular function)
Ga0242637_112567,transporter activity,GO terms (molecular function)
Ga0242637_112079,"transferase activity, transferring acyl groups other than amino-acyl groups",GO terms (molecular function)
Ga0242637_112079,transferase activity,GO terms (molecular function)
Ga0242637_112303,N<sup>6</sup>-L-threonylcarbamoyladenosine<sup>37</sup>-modified tRNA biosynthesis,Pathways of gene
Ga0242637_112303,ATP binding,GO terms (molecular function)
Ga0242637_112303,double-stranded RNA binding,GO terms (molecular function)
Ga0242637_112303,nucleotide binding,GO terms (molecular function)
Ga0242637_113486,integral component of membrane,GO terms (cellular component)
Ga0242637_113486,membrane,GO terms (cellular component)
Ga0242637_112561,integral component of membrane,GO terms (cellular component)
Ga0242637_112561,membrane,GO terms (cellular component)
Ga0242637_112560,integral component of membrane,GO terms (cellular component)
Ga0242637_112560,membrane,GO terms (cellular component)
Ga0242637_112559,transmembrane transport,GO terms (biological process)
Ga0242637_112559,"regulation of transcription, DNA-templated",GO terms (biological process)
Ga0242637_112559,integral component of membrane,GO terms (cellular component)
Ga0242637_112559,membrane,GO terms (cellular component)
Ga0242637_112559,,GO terms (cellular component)
Ga0242637_112559,transporter activity,GO terms (molecular function)
Ga0242637_112559,DNA-binding transcription factor activity,GO terms (molecular function)
Ga0242637_112558,transmembrane transport,GO terms (biological process)
Ga0242637_112558,"regulation of transcription, DNA-templated",GO terms (biological process)
Ga0242637_112558,integral component of membrane,GO terms (cellular component)
Ga0242637_112558,membrane,GO terms (cellular component)
Ga0242637_112558,,GO terms (cellular component)
Ga0242637_112558,transporter activity,GO terms (molecular function)
Ga0242637_112558,DNA-binding transcription factor activity,GO terms (molecular function)
Ga0242637_112557,translation,GO terms (biological process)
Ga0242637_112557,ribosome,GO terms (cellular component)
Ga0242637_112557,structural constituent of ribosome,GO terms (molecular function)
Ga0242637_112556,translation,GO terms (biological process)
Ga0242637_112556,ribosome,GO terms (cellular component)
Ga0242637_112556,structural constituent of ribosome,GO terms (molecular function)
Ga0242637_112555,UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I,Pathways of gene
Ga0242637_112555,organic substance metabolic process,GO terms (biological process)
Ga0242637_112555,carbohydrate metabolic process,GO terms (biological process)
Ga0242637_112555,metal ion binding,GO terms (molecular function)
Ga0242637_112555,"intramolecular transferase activity, phosphotransferases",GO terms (molecular function)
Ga0242637_112555,isomerase activity,GO terms (molecular function)
Ga0242637_112555,phosphoglucosamine mutase activity,GO terms (molecular function)
Ga0242637_112555,magnesium ion binding,GO terms (molecular function)
Ga0242637_112551,proteolysis,GO terms (biological process)
Ga0242637_112551,metal ion binding,GO terms (molecular function)
Ga0242637_112551,hydrolase activity,GO terms (molecular function)
Ga0242637_112551,metallopeptidase activity,GO terms (molecular function)
Ga0242637_112551,peptidase activity,GO terms (molecular function)
Ga0242637_112551,metalloendopeptidase activity,GO terms (molecular function)
Ga0242637_112551,carboxypeptidase activity,GO terms (molecular function)
Ga0242637_112550,TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase),Pathways of gene
Ga0242637_112550,mixed acid fermentation,Pathways of gene
Ga0242637_112550,zinc ion binding,GO terms (molecular function)
Ga0242637_112550,carbonate dehydratase activity,GO terms (molecular function)
Ga0242637_112550,,GO terms (molecular function)
Ga0242637_112549,TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase),Pathways of gene
Ga0242637_112549,mixed acid fermentation,Pathways of gene
Ga0242637_112549,zinc ion binding,GO terms (molecular function)
Ga0242637_112549,carbonate dehydratase activity,GO terms (molecular function)
Ga0242637_112549,,GO terms (molecular function)
Ga0242637_112544,glycolysis I (from glucose 6-phosphate),Pathways of gene
Ga0242637_112544,phosphorylation,GO terms (biological process)
Ga0242637_112544,dephosphorylation,GO terms (biological process)
Ga0242637_112544,gluconeogenesis,GO terms (biological process)
Ga0242637_112544,glycerol metabolic process,GO terms (biological process)
Ga0242637_112544,carbohydrate metabolic process,GO terms (biological process)
Ga0242637_112544,"phosphotransferase activity, alcohol group as acceptor",GO terms (molecular function)
Ga0242637_112544,transferase activity,GO terms (molecular function)
Ga0242637_112544,kinase activity,GO terms (molecular function)
Ga0242637_112544,metal ion binding,GO terms (molecular function)
Ga0242637_112544,"fructose 1,6-bisphosphate 1-phosphatase activity",GO terms (molecular function)
Ga0242637_112544,hydrolase activity,GO terms (molecular function)
Ga0242637_112543,glycolysis I (from glucose 6-phosphate),Pathways of gene
Ga0242637_112543,phosphorylation,GO terms (biological process)
Ga0242637_112543,dephosphorylation,GO terms (biological process)
Ga0242637_112543,gluconeogenesis,GO terms (biological process)
Ga0242637_112543,glycerol metabolic process,GO terms (biological process)
Ga0242637_112543,carbohydrate metabolic process,GO terms (biological process)
Ga0242637_112543,"phosphotransferase activity, alcohol group as acceptor",GO terms (molecular function)
Ga0242637_112543,transferase activity,GO terms (molecular function)
Ga0242637_112543,kinase activity,GO terms (molecular function)
Ga0242637_112543,metal ion binding,GO terms (molecular function)
Ga0242637_112543,"fructose 1,6-bisphosphate 1-phosphatase activity",GO terms (molecular function)
